SalePrice,Id,LotArea,Street,YearRemodAdd,YearBuilt,Heating,BedroomAbvGr,KitchenAbvGr,GarageType,ScreenPorch,PoolArea,MoSold,SaleType,SaleCondition
375000,314,215245,Pave,1965,1965,GasW,3,1,Attchd,0,0,6,WD,Normal
178000,315,9600,Pave,1990,1925,GasA,3,1,Detchd,0,0,8,WD,Normal
188500,316,7795,Pave,2005,2004,GasA,3,1,Attchd,0,0,7,WD,Normal
260000,317,13005,Pave,1980,1980,GasA,4,1,Attchd,0,0,8,WD,Normal
270000,318,9000,Pave,2006,2006,GasA,3,1,Attchd,0,0,12,WD,Normal
260000,319,9900,Pave,1993,1993,GasA,4,1,Attchd,0,0,4,WD,Normal
187500,320,14115,Pave,1980,1980,GasA,3,1,Attchd,0,0,6,WD,Normal
342643,321,16259,Pave,2006,2006,GasA,4,1,Attchd,0,0,9,New,Partial
354000,322,12099,Pave,2004,2004,GasA,4,1,BuiltIn,0,0,6,WD,Normal
301000,323,10380,Pave,1987,1986,GasA,4,1,Attchd,0,0,8,WD,Normal
126175,324,5820,Pave,2005,1955,GasA,3,1,Attchd,0,0,7,WD,Normal
242000,325,11275,Pave,2007,1967,GasA,5,1,BuiltIn,0,0,6,WD,Normal
87000,326,5000,Pave,1950,1941,GasA,2,1,Detchd,0,0,12,WD,Normal
324000,327,10846,Pave,1993,1993,GasA,1,1,Attchd,0,0,5,Con,Normal
145250,328,11600,Pave,1960,1960,GasA,3,1,Attchd,0,0,4,WD,Normal
214500,329,11888,Pave,1994,1916,GasA,5,1,Detchd,0,0,7,WD,Normal
78000,330,6402,Pave,1950,1920,GasA,3,1,Detchd,0,0,7,WD,Normal
119000,331,10624,Pave,1964,1964,GasA,6,2,Detchd,0,0,11,WD,Normal
139000,332,8176,Pave,1992,1958,GasA,3,1,Attchd,0,0,8,WD,Normal
284000,333,10655,Pave,2004,2003,GasA,3,1,Attchd,0,0,10,WD,Normal
207000,334,8198,Pave,2004,2004,GasA,2,1,Attchd,0,0,7,WD,Normal
192000,335,9042,Pave,1998,1998,GasA,3,1,Attchd,0,0,7,WD,Normal
228950,336,164660,Grvl,1965,1965,GasA,3,1,Attchd,0,0,8,WD,Normal
377426,337,14157,Pave,2006,2005,GasA,3,1,Attchd,0,0,7,WD,Normal
214000,338,9135,Pave,2003,2002,GasA,3,1,Attchd,0,0,12,WD,Normal
202500,339,14145,Pave,1998,1984,GasA,3,1,Attchd,0,0,5,WD,Normal
155000,340,12400,Pave,1998,1958,GasA,3,1,Attchd,234,0,6,WD,Normal
202900,341,14191,Pave,2002,2002,GasA,4,1,Attchd,0,0,4,WD,Normal
82000,342,8400,Pave,1950,1950,GasA,2,1,CarPort,0,0,9,WD,Normal
87500,343,8544,Pave,1950,1949,Wall,2,2,Detchd,0,0,5,WD,Normal
266000,344,8849,Pave,2005,2005,GasA,2,1,Attchd,0,0,7,WD,Normal
85000,345,2592,Pave,1976,1976,GasA,3,1,Attchd,0,0,4,WD,Normal
140200,346,6435,Pave,1950,1939,GasA,3,1,Detchd,0,0,10,WD,Normal
151500,347,12772,Pave,1998,1960,GasA,2,1,Attchd,0,0,4,WD,Normal
157500,348,17600,Pave,1960,1960,GasA,3,1,Attchd,0,0,12,WD,Normal
154000,349,2448,Pave,2004,2003,GasA,2,1,BuiltIn,0,0,10,WD,Normal
437154,350,20431,Pave,2006,2005,GasA,4,1,Attchd,0,0,4,New,Partial
318061,351,7820,Pave,2007,2007,GasA,2,1,Attchd,0,0,12,New,Partial
190000,352,5271,Pave,1986,1986,GasA,2,1,Attchd,184,0,12,WD,Abnorml
95000,353,9084,Pave,1950,1941,GasA,3,1,Detchd,0,0,3,ConLw,Normal
105900,354,8520,Pave,2003,1928,GasA,2,1,Detchd,0,0,5,WD,Normal
140000,355,8400,Pave,2000,1940,GasA,2,1,Attchd,0,0,6,WD,Normal
177500,356,11249,Pave,1995,1995,GasA,3,1,Attchd,0,0,8,WD,Normal
173000,357,9248,Pave,1992,1992,GasA,3,1,Attchd,0,0,7,WD,Normal
134000,358,4224,Pave,1976,1976,GasA,3,1,Attchd,0,0,8,WD,Normal
130000,359,6930,Pave,1958,1958,GasA,3,1,BuiltIn,0,0,7,WD,Abnorml
280000,360,12011,Pave,1998,1998,GasA,3,1,Attchd,374,0,6,WD,Normal
156000,361,7540,Pave,1978,1978,GasA,2,1,Attchd,192,0,6,WD,Normal
145000,362,9144,Pave,1982,1940,GasA,3,1,Detchd,0,0,7,WD,Normal
198500,363,7301,Pave,2003,2003,GasA,4,1,BuiltIn,0,0,7,ConLD,Normal
118000,364,1680,Pave,2007,1972,GasA,2,1,Detchd,0,0,5,WD,Normal
190000,365,18800,Pave,1976,1976,GasA,3,1,Attchd,0,0,7,WD,Normal
147000,366,10690,Pave,1997,1920,GasA,3,1,Detchd,0,0,7,WD,Normal
159000,367,9500,Pave,1963,1963,GasA,3,1,Attchd,185,0,7,WD,Normal
165000,368,9150,Pave,1962,1962,GasA,3,1,Basment,0,0,12,WD,Normal
132000,369,7800,Pave,1954,1954,GasA,2,1,Attchd,0,0,3,WD,Normal
162000,370,9830,Pave,2006,1959,GasA,3,1,Detchd,182,0,3,WD,Normal
172400,371,8121,Pave,2000,2000,GasA,3,1,Attchd,0,0,1,WD,Normal
134432,372,17120,Pave,1959,1959,GasA,4,1,Detchd,0,0,7,WD,Normal
125000,373,7175,Pave,1984,1984,GasA,2,1,Attchd,90,0,2,WD,Normal
123000,374,10634,Pave,1953,1953,GasA,3,1,Attchd,0,0,11,WD,Normal
219500,375,8200,Pave,2004,2003,GasA,4,1,BuiltIn,0,0,7,WD,Normal
61000,376,10020,Pave,1950,1922,GasA,1,1,NA,0,0,3,WD,Normal
148000,377,8846,Pave,1996,1996,GasA,2,1,Detchd,0,0,7,WD,Normal
340000,378,11143,Pave,2005,2004,GasA,4,1,Attchd,0,0,12,WD,Normal
394432,379,11394,Pave,2010,2010,GasA,1,1,Attchd,0,0,6,New,Partial
179000,380,8123,Pave,2000,2000,GasA,3,1,Attchd,0,0,6,WD,Normal
127000,381,5000,Pave,1950,1924,GasA,3,1,Detchd,0,0,5,WD,Normal
187750,382,7200,Pave,2006,2006,GasA,2,1,Attchd,0,0,8,New,Partial
213500,383,9245,Pave,2006,2006,GasA,3,1,Attchd,0,0,4,WD,Normal
76000,384,9000,Pave,1950,1928,GasA,2,1,Detchd,0,0,10,WD,Normal
240000,385,53107,Pave,1992,1992,GasA,3,1,Attchd,0,0,6,WD,Normal
192000,386,3182,Pave,2005,2004,GasA,2,1,Attchd,144,0,4,WD,Normal
81000,387,8410,Pave,1996,1910,GasA,5,1,NA,0,0,5,WD,AdjLand
125000,388,7200,Pave,1976,1976,GasA,3,1,Detchd,0,0,10,WD,Abnorml
191000,389,9382,Pave,2000,1999,GasA,3,1,Attchd,0,0,7,WD,Normal
426000,390,12474,Pave,2008,2007,GasA,3,1,BuiltIn,0,0,8,New,Partial
119000,391,8405,Pave,1950,1900,GasA,4,1,Detchd,0,0,4,WD,Normal
215000,392,12209,Pave,2002,2001,GasA,3,1,BuiltIn,0,0,6,WD,Normal
106500,393,8339,Pave,1959,1959,GasA,3,1,Attchd,0,0,7,WD,Normal
100000,394,7446,Pave,1950,1941,GasA,2,1,NA,0,0,4,WD,Abnorml
109000,395,10134,Pave,1950,1940,GasA,2,1,Detchd,0,0,7,WD,Normal
129000,396,9571,Pave,1956,1956,GasA,3,1,Attchd,0,0,6,WD,Normal
123000,397,7200,Pave,1972,1972,GasA,2,1,Detchd,0,0,9,WD,Normal
169500,398,7590,Pave,1962,1962,GasA,4,1,Attchd,0,0,7,WD,Normal
67000,399,8967,Pave,1950,1920,GasA,2,1,Detchd,0,0,11,WD,Abnorml
241000,400,8125,Pave,2007,2006,GasA,2,1,Attchd,0,0,10,WD,Normal
245500,401,14963,Pave,1996,1996,GasA,1,1,Attchd,224,0,12,WD,Normal
164990,402,8767,Pave,2005,2005,GasA,3,1,Attchd,0,0,7,New,Partial
108000,403,10200,Pave,1997,1940,GasA,2,1,Detchd,0,0,8,WD,Normal
258000,404,12090,Pave,1998,1998,GasA,4,1,BuiltIn,0,0,7,WD,Abnorml
168000,405,10364,Pave,1996,1995,GasA,3,1,BuiltIn,0,0,5,WD,Normal
150000,406,9991,Pave,1993,1976,GasA,3,1,Attchd,0,0,6,WD,Normal
115000,407,10480,Pave,1950,1936,GasA,3,1,Detchd,0,0,3,WD,Normal
177000,408,15576,Pave,1976,1915,GasA,4,1,Attchd,0,0,3,WD,Normal
280000,409,14154,Pave,2006,2006,GasA,3,1,Attchd,0,0,8,New,Partial
339750,410,10800,Pave,2008,2007,GasA,3,1,Attchd,0,0,4,New,Partial
60000,411,9571,Pave,1958,1958,GasA,3,1,Attchd,0,0,6,COD,Abnorml
145000,412,34650,Pave,1955,1955,GasA,3,1,Attchd,0,0,1,WD,Normal
222000,413,4403,Pave,2009,2009,GasA,2,1,Attchd,0,0,6,New,Partial
115000,414,8960,Pave,1950,1927,GasA,2,1,Detchd,0,0,3,WD,Normal
228000,415,11228,Pave,1993,1993,GasA,3,1,Attchd,0,0,12,WD,Normal
181134,416,8899,Pave,2007,2007,GasA,3,1,Attchd,0,0,8,New,Partial
149500,417,7844,Pave,1978,1978,GasA,3,1,Attchd,0,0,3,WD,Normal
239000,418,22420,Pave,1950,1918,GasW,4,1,Detchd,0,0,11,WD,Normal
126000,419,8160,Pave,1950,1940,GasA,3,1,Detchd,0,0,4,WD,AdjLand
142000,420,8450,Pave,1968,1968,GasA,3,1,Attchd,0,0,7,WD,Normal
206300,421,7060,Pave,1998,1997,GasA,2,2,Attchd,0,0,11,WD,Alloca
215000,422,16635,Pave,2000,1977,GasA,3,1,Attchd,0,0,6,WD,Normal
113000,423,21750,Pave,1954,1954,GasA,2,1,Attchd,0,0,2,WD,Normal
315000,424,9200,Pave,1998,1998,GasA,4,1,Attchd,0,0,6,WD,Normal
139000,425,9000,Pave,1956,1956,GasA,2,1,Attchd,0,0,5,WD,Normal
135000,426,3378,Pave,1992,1946,GasA,3,1,Detchd,0,0,9,WD,Normal
275000,427,12800,Pave,1989,1989,GasA,2,1,Attchd,396,0,8,WD,Normal
109008,428,8593,Pave,1957,1957,GasA,3,1,Detchd,0,0,7,WD,Normal
195400,429,6762,Pave,2007,2007,GasA,2,1,Attchd,0,0,9,New,Partial
175000,430,11457,Pave,1988,1988,GasA,3,1,Attchd,0,0,3,WD,Normal
85400,431,1680,Pave,1971,1971,GasA,2,1,Detchd,0,0,7,COD,Abnorml
79900,432,5586,Pave,1998,1920,GasA,4,1,NA,0,0,9,ConLD,Abnorml
122500,433,1920,Pave,1971,1971,GasA,2,1,Detchd,0,0,8,WD,Normal
181000,434,10839,Pave,1998,1997,GasA,3,1,Attchd,0,0,7,WD,Normal
81000,435,1890,Pave,1972,1972,GasA,1,1,NA,0,0,6,WD,Normal
212000,436,10667,Pave,1996,1996,GasA,3,1,Attchd,0,0,4,ConLw,Normal
116000,437,4400,Pave,1950,1920,GasA,2,1,Detchd,0,0,10,WD,Normal
119000,438,6000,Pave,2004,1926,GasA,2,1,Detchd,0,0,1,WD,Normal
90350,439,4280,Pave,2002,1913,GasA,2,1,Detchd,0,0,3,WD,Normal
110000,440,12354,Pave,2000,1920,GasA,3,1,Detchd,0,0,8,ConLI,Normal
555000,441,15431,Pave,2008,2008,GasA,2,1,Attchd,170,0,4,WD,Normal
118000,442,12108,Pave,1955,1955,GasA,4,2,NA,0,0,9,WD,Normal
162900,443,6240,Pave,1992,1930,GasA,3,1,Detchd,0,0,6,WD,Normal
172500,444,3922,Pave,2007,2006,GasA,2,1,Attchd,0,0,6,New,Partial
210000,445,8750,Pave,1995,1994,GasA,4,1,Attchd,0,0,7,WD,Normal
127500,446,9855,Pave,1956,1956,GasA,3,1,Attchd,0,0,11,COD,Normal
190000,447,16492,Pave,2002,1966,GasA,2,1,Attchd,0,0,6,WD,Normal
199900,448,11214,Pave,1999,1998,GasA,4,1,Attchd,0,0,7,WD,Normal
119500,449,8600,Pave,1950,1937,GasA,3,1,Detchd,0,0,6,WD,Normal
120000,450,6000,Pave,2002,1948,GasA,2,1,Detchd,0,0,6,WD,Normal
110000,451,5684,Pave,2005,1930,GasA,2,1,Detchd,0,0,6,WD,Normal
280000,452,70761,Pave,1975,1975,GasA,2,1,Attchd,0,0,12,WD,Normal
204000,453,9303,Pave,1997,1996,GasA,3,1,Attchd,0,0,7,WD,Normal
210000,454,9000,Pave,2008,2008,GasA,3,1,Attchd,0,0,6,WD,Normal
188000,455,9297,Pave,1976,1976,GasA,4,2,Detchd,0,0,7,WD,Family
175500,456,9600,Pave,1973,1973,GasA,3,1,Attchd,0,0,9,WD,Normal
98000,457,4571,Pave,1950,1916,GasA,4,1,Detchd,0,0,5,COD,Abnorml
256000,458,53227,Pave,1994,1954,GasA,2,1,Attchd,0,0,3,WD,Normal
161000,459,5100,Pave,1996,1925,GasA,3,1,Detchd,0,0,6,WD,Normal
110000,460,7015,Pave,1950,1950,GasA,3,1,Detchd,0,0,7,WD,Normal
263435,461,8004,Pave,2009,2009,GasA,3,1,BuiltIn,0,0,12,New,Partial
155000,462,7200,Pave,2007,1936,GasA,3,1,Detchd,0,0,4,WD,Normal
62383,463,8281,Pave,1965,1965,GasA,3,1,Detchd,0,0,12,WD,Normal
188700,464,11988,Pave,1995,1934,GasA,3,1,Detchd,0,0,8,WD,Normal
124000,465,8430,Pave,1978,1978,GasA,3,1,NA,0,0,8,WD,Normal
178740,466,3072,Pave,2004,2004,GasA,2,1,Attchd,0,0,5,WD,Normal
167000,467,10628,Pave,1970,1970,GasA,2,1,Attchd,176,0,4,WD,Normal
146500,468,9480,Pave,1995,1942,GasA,3,1,Attchd,0,0,6,WD,Normal
250000,469,11428,Pave,2006,2006,GasA,3,1,Attchd,0,0,5,WD,Normal
187000,470,9291,Pave,1993,1993,GasA,3,1,Attchd,0,0,6,WD,Normal
212000,471,6820,Pave,1985,1985,GasA,1,1,Attchd,140,0,6,WD,Normal
190000,472,11952,Pave,1977,1977,GasA,3,1,Attchd,276,0,11,WD,Normal
148000,473,3675,Pave,2005,2005,GasA,2,1,Basment,0,0,6,WD,Normal
440000,474,14977,Pave,2007,2006,GasA,2,1,Attchd,0,0,7,New,Partial
251000,475,5330,Pave,2000,2000,GasA,2,1,Attchd,0,0,8,WD,Normal
132500,476,8480,Pave,1963,1963,GasA,2,1,Detchd,192,0,7,WD,Normal
208900,477,13125,Pave,1998,1997,GasA,3,1,Attchd,0,0,4,WD,Normal
380000,478,13693,Pave,2006,2006,GasA,3,1,BuiltIn,0,0,3,WD,Normal
297000,479,10637,Pave,2008,2007,GasA,3,1,Attchd,0,0,9,WD,Normal
89471,480,5925,Pave,2000,1937,GasA,2,1,Detchd,0,0,3,WD,Alloca
326000,481,16033,Pave,2005,2004,GasA,3,1,Attchd,0,0,3,WD,Normal
374000,482,11846,Pave,2004,2003,GasA,2,1,Attchd,0,0,8,WD,Normal
155000,483,2500,Pave,2005,1915,GasA,4,1,Attchd,0,0,6,WD,Normal
164000,484,4500,Pave,1998,1998,GasA,2,1,Attchd,0,0,5,WD,Normal
132500,485,7758,Pave,2001,1962,GasA,3,1,Detchd,0,0,3,WD,Normal
147000,486,9600,Pave,2007,1950,GasA,3,1,Attchd,0,0,7,WD,Normal
156000,487,10289,Pave,1965,1965,GasA,3,1,Attchd,0,0,6,WD,Normal
175000,488,12243,Pave,1971,1971,GasA,3,1,Attchd,180,0,2,WD,Normal
160000,489,10800,Pave,1970,1900,GasA,3,2,Attchd,0,0,5,ConLD,Normal
86000,490,1526,Pave,2002,1970,GasA,1,1,Attchd,0,0,5,WD,Normal
115000,491,2665,Pave,1976,1976,GasA,3,1,BuiltIn,0,0,6,WD,Normal
133000,492,9490,Pave,1950,1941,GasA,3,1,Attchd,0,0,8,WD,Normal
172785,493,15578,Pave,2006,2006,GasA,3,1,Attchd,0,0,5,New,Partial
155000,494,7931,Pave,1960,1960,GasA,3,1,Detchd,0,0,6,WD,Normal
91300,495,5784,Pave,1996,1938,GasA,2,1,Attchd,0,0,12,WD,Normal
34900,496,7879,Pave,1950,1920,GasA,2,1,NA,0,0,11,WD,Abnorml
430000,497,12692,Pave,1993,1992,GasA,4,1,Attchd,0,0,5,WD,Normal
184000,498,9120,Pave,1950,1925,GasA,4,1,Detchd,0,0,6,WD,Normal
130000,499,7800,Pave,2004,1967,GasA,3,1,Attchd,0,0,6,WD,Normal
120000,500,7535,Pave,1985,1958,GasA,2,1,Attchd,0,0,6,WD,Normal
113000,501,1890,Pave,1973,1973,GasA,3,1,Detchd,0,0,5,WD,Normal
226700,502,9803,Pave,2005,2005,GasA,3,1,Attchd,0,0,2,WD,Normal
140000,503,9170,Pave,1965,1965,GasA,2,1,Detchd,0,0,4,WD,Normal
289000,504,15602,Pave,1997,1959,GasA,1,1,Attchd,161,0,3,WD,Normal
147000,505,2308,Pave,1974,1974,GasA,3,1,Attchd,0,0,6,WD,Normal
124500,506,7596,Pave,1952,1952,GasA,4,2,Detchd,0,0,7,COD,Normal
215000,507,9554,Pave,1994,1993,GasA,3,1,Attchd,0,0,9,WD,Normal
208300,508,7862,Pave,2009,2009,GasA,2,1,Attchd,0,0,9,New,Partial
161000,509,9600,Pave,2005,1928,GasA,3,1,Detchd,0,0,10,WD,Normal
124500,510,9600,Pave,1959,1959,GasA,3,1,Attchd,0,0,7,WD,Normal
164900,511,14559,Pave,2000,1951,GasA,2,1,CarPort,168,0,6,WD,Normal
202665,512,6792,Pave,2006,2005,GasA,2,1,Attchd,0,0,3,New,Partial
129900,513,9100,Pave,1958,1958,GasA,3,1,Detchd,0,0,7,WD,Normal
134000,514,9187,Pave,1983,1983,GasA,3,1,Attchd,0,0,6,WD,Normal
96500,515,10594,Pave,1950,1926,Grav,2,1,Detchd,0,0,6,WD,Normal
402861,516,12220,Pave,2009,2009,GasA,3,1,Attchd,0,0,9,New,Partial
158000,517,10448,Pave,1972,1972,GasA,3,1,Attchd,0,0,8,COD,Abnorml
265000,518,10208,Pave,1997,1996,GasA,3,1,Attchd,0,0,7,WD,Normal
211000,519,9531,Pave,1998,1998,GasA,3,1,Attchd,0,0,5,WD,Normal
234000,520,10918,Pave,2004,1926,GasA,3,1,Detchd,145,0,6,WD,Normal
106250,521,10800,Pave,2000,1900,GasA,3,2,NA,0,0,8,WD,Normal
150000,522,11988,Pave,1957,1957,GasA,3,1,Attchd,0,0,5,WD,Normal
159000,523,5000,Pave,1950,1947,GasA,3,1,Detchd,0,0,10,WD,Normal
184750,524,40094,Pave,2008,2007,GasA,3,1,BuiltIn,0,0,10,New,Partial
315750,525,11787,Pave,1997,1996,GasA,3,1,Attchd,0,0,8,WD,Normal
176000,526,7500,Pave,2005,2005,GasA,3,1,Attchd,0,0,4,WD,Normal
132000,527,13300,Pave,2000,1956,GasA,2,1,Attchd,0,0,6,WD,Normal
446261,528,14948,Pave,2008,2008,GasA,3,1,Attchd,0,0,11,New,Partial
86000,529,9098,Pave,2002,1920,GasA,2,1,NA,0,0,7,WD,Normal
200624,530,32668,Pave,1975,1957,GasA,4,2,Attchd,0,0,3,WD,Alloca
175000,531,10200,Pave,1989,1988,GasA,3,1,Attchd,0,0,8,WD,Abnorml
128000,532,6155,Pave,1999,1920,GasA,3,1,Detchd,0,0,6,WD,Normal
107500,533,7200,Pave,2007,1955,GasA,2,1,Detchd,0,0,4,WD,Normal
39300,534,5000,Pave,1950,1946,GasA,1,1,NA,0,0,1,WD,Normal
178000,535,9056,Pave,2004,2004,GasA,3,1,Attchd,0,0,10,WD,Normal
107500,536,7000,Pave,1991,1910,GasA,3,1,NA,0,0,1,WD,Normal
188000,537,8924,Pave,1999,1998,GasA,3,1,Attchd,0,0,7,WD,Normal
111250,538,12735,Pave,1972,1972,GasA,3,1,Detchd,0,0,4,COD,Normal
158000,539,11553,Pave,1968,1968,GasA,3,1,Attchd,0,0,7,WD,Normal
272000,540,11423,Pave,2002,2001,GasA,3,1,Attchd,0,0,5,WD,Normal
315000,541,14601,Pave,2006,2006,GasA,2,1,Attchd,0,0,3,WD,Normal
248000,542,11000,Pave,2000,2000,GasA,4,1,BuiltIn,0,0,6,WD,Normal
213250,543,10140,Pave,1999,1998,GasA,3,1,Attchd,0,0,6,WD,Normal
133000,544,4058,Pave,1998,1998,GasA,1,1,Attchd,0,0,6,WD,Normal
179665,545,17104,Pave,2006,2006,GasA,3,1,Attchd,0,0,9,New,Partial
229000,546,13837,Pave,1988,1988,GasA,4,1,Attchd,0,0,2,WD,Normal
210000,547,8737,Pave,1950,1923,GasA,3,1,Detchd,0,0,5,WD,Normal
129500,548,7244,Pave,1970,1970,GasA,2,1,Detchd,0,0,4,WD,Normal
125000,549,8235,Pave,1995,1955,GasA,2,1,Detchd,0,0,6,WD,Normal
263000,550,9375,Pave,2004,2003,GasA,4,1,BuiltIn,0,0,11,WD,Normal
140000,551,4043,Pave,1977,1977,GasA,2,1,Attchd,200,0,10,COD,Abnorml
112500,552,6000,Pave,1957,1957,GasA,3,1,Attchd,0,0,6,WD,Normal
255500,553,11146,Pave,2006,2006,GasA,3,1,Attchd,0,0,7,WD,Normal
108000,554,8777,Pave,2003,1949,GasA,2,1,Detchd,0,0,5,WD,Normal
284000,555,10625,Pave,2004,2003,GasA,3,1,BuiltIn,0,0,8,WD,Normal
113000,556,6380,Pave,1950,1922,GasA,2,1,Detchd,0,0,8,WD,Normal
141000,557,14850,Pave,1957,1957,GasA,2,1,Attchd,122,0,5,WD,Normal
108000,558,11040,Pave,1950,1920,GasA,3,1,CarPort,0,0,9,COD,Normal
175000,559,21872,Pave,1997,1996,GasA,3,1,Attchd,0,0,8,WD,Normal
234000,560,3196,Pave,2004,2003,GasA,2,1,Attchd,0,0,10,WD,Normal
121500,561,11341,Pave,1996,1957,GasA,3,1,Detchd,95,0,5,WD,Normal
170000,562,10010,Pave,1975,1974,GasA,2,1,Attchd,0,0,4,WD,Normal
108000,563,13907,Pave,1969,1940,GasA,3,1,NA,0,0,7,WD,Normal
185000,564,21780,Pave,1950,1918,GasA,4,1,Detchd,144,0,7,WD,Normal
268000,565,13346,Pave,2000,1992,GasA,4,1,Attchd,0,0,7,WD,Normal
128000,566,6858,Pave,1950,1915,GasA,4,1,Detchd,0,0,5,WD,Normal
325000,567,11198,Pave,2007,2005,GasA,4,1,BuiltIn,0,0,6,WD,Normal
214000,568,10171,Pave,2004,2004,GasA,3,1,Attchd,0,0,3,WD,Normal
316600,569,12327,Pave,2009,1983,GasA,1,1,BuiltIn,0,0,9,WD,Normal
135960,570,7032,Pave,1979,1979,GasA,2,1,Detchd,0,0,12,WD,Normal
142600,571,13101,Pave,1965,1965,GasA,6,2,Detchd,0,0,11,WD,Normal
120000,572,7332,Pave,1959,1959,GasA,2,1,Attchd,0,0,10,WD,Abnorml
224500,573,13159,Pave,2009,2009,GasA,3,1,Attchd,0,0,7,New,Partial
170000,574,9967,Pave,2000,2000,GasA,3,1,BuiltIn,0,0,12,WD,Normal
139000,575,10500,Pave,2005,1971,GasA,3,1,BuiltIn,0,0,12,WD,Normal
118500,576,8480,Pave,1950,1947,GasA,2,1,Detchd,0,0,10,COD,Abnorml
145000,577,6292,Pave,1950,1928,GasA,3,1,Detchd,0,0,8,WD,Normal
164500,578,11777,Pave,1966,1966,GasA,3,1,Attchd,0,0,5,WD,Abnorml
146000,579,3604,Pave,2007,2007,GasA,2,1,Detchd,0,0,2,WD,Abnorml
131500,580,12150,Pave,1954,1954,GasA,4,1,Attchd,0,0,11,WD,Normal
181900,581,14585,Pave,1987,1960,GasA,3,1,Attchd,0,0,6,WD,Normal
253293,582,12704,Pave,2009,2008,GasA,3,1,Attchd,0,0,8,New,Partial
118500,583,11841,Grvl,1990,1990,GasA,3,1,NA,0,0,5,WD,Normal
325000,584,13500,Pave,2000,1893,GasA,3,1,Detchd,0,0,7,WD,Normal
133000,585,6120,Pave,1995,1935,GasA,3,1,Detchd,120,0,7,WD,Normal
369900,586,11443,Pave,2006,2005,GasA,2,1,Attchd,0,0,3,New,Partial
130000,587,10267,Pave,2000,1918,GasA,2,1,Detchd,0,0,5,WD,Normal
137000,588,8740,Pave,1982,1982,GasA,2,1,Detchd,0,0,7,WD,Normal
143000,589,25095,Pave,2003,1968,GasA,1,1,Attchd,60,0,6,WD,Partial
79500,590,9100,Pave,1960,1930,GasA,2,1,Detchd,0,0,8,WD,Normal
185900,591,8320,Pave,2004,2004,GasA,3,1,Attchd,0,0,9,WD,Normal
451950,592,13478,Pave,2008,2008,GasA,3,1,BuiltIn,0,0,6,ConLI,Normal
138000,593,6600,Pave,2003,1982,GasA,2,1,Detchd,0,0,6,WD,Normal
140000,594,4435,Pave,2003,2003,GasA,1,1,Attchd,0,0,5,WD,Normal
110000,595,7990,Pave,1975,1975,GasA,3,1,Detchd,0,0,4,WD,Normal
319000,596,11302,Pave,2006,2005,GasA,3,1,Attchd,120,0,8,New,Partial
114504,597,3600,Pave,1993,1910,GasA,3,1,Detchd,0,0,10,WD,Normal
194201,598,3922,Pave,2007,2006,GasA,2,1,Attchd,0,0,2,New,Partial
217500,599,12984,Pave,1977,1977,GasA,3,1,Attchd,0,0,3,WD,Normal
151000,600,1950,Pave,1980,1980,GasA,3,1,Attchd,0,0,7,COD,Normal
275000,601,10927,Pave,2005,2005,GasA,3,1,BuiltIn,0,0,6,WD,Normal
141000,602,9000,Pave,1950,1937,GasA,3,1,Detchd,126,0,12,WD,Normal
220000,603,10041,Pave,1992,1992,GasA,3,1,Attchd,0,0,2,WD,Abnorml
151000,604,3182,Pave,2005,2004,GasA,2,1,Detchd,0,0,6,WD,Normal
221000,605,12803,Pave,2002,2002,GasA,3,1,Attchd,0,0,9,WD,Normal
205000,606,13600,Pave,1990,1965,GasA,3,1,Attchd,189,0,10,WD,Normal
152000,607,12464,Pave,1996,1996,GasA,3,1,Detchd,0,0,11,WD,Normal
225000,608,7800,Pave,2002,1948,GasA,3,1,Attchd,0,0,8,WD,Normal
359100,609,12168,Pave,1998,1934,GasA,4,1,Basment,0,0,9,WD,Alloca
118500,610,7943,Pave,1961,1961,GasA,3,1,Attchd,0,0,4,WD,Normal
313000,611,11050,Pave,2000,2000,GasA,3,1,Attchd,0,0,5,WD,Normal
148000,612,10395,Pave,1978,1978,GasA,3,1,Attchd,0,0,7,WD,Normal
261500,613,11885,Pave,2001,2001,GasA,3,1,BuiltIn,0,0,11,WD,Normal
147000,614,8402,Pave,2007,2007,GasA,3,1,NA,0,0,12,New,Partial
75500,615,1491,Pave,1972,1972,GasA,1,1,NA,0,0,5,WD,Normal
137500,616,8800,Pave,1963,1963,GasA,3,1,Attchd,0,0,5,WD,Abnorml
183200,617,7861,Pave,2003,2002,GasA,3,1,Attchd,0,0,6,WD,Normal
105500,618,7227,Pave,1954,1954,GasA,2,1,Detchd,0,0,6,WD,Normal
314813,619,11694,Pave,2007,2007,GasA,3,1,Attchd,260,0,7,New,Partial
305000,620,12244,Pave,2003,2003,GasA,4,1,Attchd,0,0,8,WD,Normal
67000,621,8248,Pave,1950,1914,GasA,2,1,NA,0,0,9,WD,Normal
240000,622,10800,Pave,1997,1974,GasA,4,1,Attchd,0,0,6,WD,Normal
135000,623,7064,Pave,1977,1977,GasA,3,1,Detchd,0,0,7,WD,Normal
168500,624,2117,Pave,2000,2000,GasA,2,1,Detchd,0,0,6,WD,Normal
165150,625,10400,Pave,1972,1972,GasA,4,1,Attchd,147,0,11,WD,Normal
160000,626,10000,Pave,1962,1962,GasA,3,1,Attchd,385,0,2,WD,Normal
139900,627,12342,Pave,1978,1960,GasA,3,1,Attchd,0,0,8,WD,Normal
153000,628,9600,Pave,1972,1955,GasA,3,1,Basment,0,0,3,WD,Normal
