SalePrice,Id,BsmtHalfBath,GarageArea,WoodDeckSF,OpenPorchSF,YrSold
169000,869,0,672,120,144,2006
236000,870,0,574,156,90,2010
109500,871,0,308,0,0,2009
200500,872,0,523,0,77,2010
116000,873,0,414,196,0,2008
133000,874,0,288,0,28,2009
66500,875,0,200,26,0,2009
303477,876,0,550,208,364,2007
132250,877,0,648,0,0,2007
350000,878,0,738,184,0,2009
148000,879,0,576,192,0,2010
136500,880,0,336,0,0,2009
157000,881,0,450,0,49,2007
187500,882,0,400,168,36,2007
178000,883,0,389,342,40,2009
118500,884,0,440,0,188,2006
100000,885,0,288,0,0,2009
328900,886,0,506,97,65,2008
145000,887,0,588,272,54,2006
135500,888,0,300,121,0,2008
268000,889,0,621,81,207,2007
149500,890,0,505,0,0,2009
122900,891,0,576,0,0,2007
172500,892,0,440,243,0,2009
154500,893,1,264,192,0,2006
165000,894,0,354,511,116,2008
118858,895,0,400,0,0,2009
140000,896,0,483,0,50,2008
106500,897,0,327,0,28,2006
142953,898,0,528,154,0,2009
611657,899,0,820,0,67,2010
135000,900,0,288,0,0,2006
110000,901,0,684,0,0,2007
153000,902,0,756,0,0,2009
180000,903,0,393,0,75,2006
240000,904,0,690,144,60,2006
125500,905,0,288,0,0,2007
128000,906,0,280,0,0,2010
255000,907,0,865,0,60,2007
250000,908,0,180,0,0,2006
131000,909,0,484,164,0,2006
174000,910,0,390,36,24,2009
154300,911,0,480,0,0,2010
143500,912,0,252,173,0,2009
88000,913,0,450,0,0,2006
145000,914,0,871,0,0,2007
173733,915,0,528,0,234,2009
75000,916,0,286,0,0,2007
35311,917,0,308,0,0,2006
135000,918,0,284,0,0,2009
238000,919,0,833,72,192,2007
176500,920,0,601,0,51,2008
201000,921,1,471,300,87,2007
145900,922,0,0,0,70,2008
169990,923,0,397,100,0,2006
193000,924,0,533,0,69,2008
207500,925,0,612,384,131,2006
175000,926,1,540,180,0,2008
285000,927,0,656,104,100,2007
176000,928,0,486,0,43,2008
236500,929,0,522,202,151,2009
222000,930,0,642,0,0,2006
201000,931,0,610,100,18,2009
117500,932,1,429,0,0,2009
320000,933,0,788,0,191,2007
190000,934,0,570,192,36,2009
242000,935,0,505,0,0,2008
79900,936,0,528,0,0,2006
184900,937,0,555,0,41,2009
253000,938,0,689,0,48,2009
239799,939,0,868,0,90,2006
244400,940,0,349,56,0,2010
150900,941,0,574,40,0,2006
214000,942,0,390,0,0,2009
150000,943,0,0,321,0,2007
143000,944,0,576,0,0,2007
137500,945,1,525,0,118,2009
124900,946,0,456,48,0,2009
143000,947,0,796,86,0,2006
270000,948,0,808,0,252,2007
192500,949,0,474,144,96,2006
197500,950,0,676,0,0,2010
129000,951,0,720,194,0,2007
119900,952,0,300,421,0,2006
133900,953,1,396,192,0,2009
172000,954,1,530,305,189,2008
127500,955,2,0,0,0,2006
145000,956,0,492,0,0,2007
124000,957,0,462,150,0,2009
132000,958,0,576,0,0,2007
185000,959,0,531,0,39,2007
155000,960,0,484,0,44,2010
116500,961,0,0,117,0,2010
272000,962,0,619,550,282,2008
155000,963,0,440,48,0,2007
239000,964,0,702,288,136,2009
214900,965,0,510,0,40,2010
178900,966,0,393,0,72,2007
160000,967,0,256,0,70,2009
135000,968,0,260,0,0,2008
37900,969,0,0,0,0,2009
140000,970,0,264,0,0,2006
135000,971,0,0,0,0,2006
173000,972,0,474,0,27,2009
99500,973,0,264,28,0,2010
182000,974,0,480,0,120,2008
167500,975,0,532,509,135,2009
165000,976,0,490,153,50,2006
85500,977,0,0,0,0,2006
199900,978,0,569,0,116,2007
110000,979,0,400,0,0,2007
139000,980,0,480,0,80,2009
178400,981,0,588,144,76,2008
336000,982,0,676,250,0,2009
159895,983,0,388,100,16,2008
255900,984,0,779,0,0,2008
126000,985,0,539,0,0,2009
125000,986,0,240,0,48,2008
117000,987,0,255,394,0,2006
395192,988,0,606,168,95,2010
195000,989,0,551,0,224,2007
197000,990,0,614,0,50,2006
348000,991,0,870,0,70,2006
168000,992,0,424,0,169,2009
187000,993,0,440,239,42,2007
173900,994,0,564,0,35,2006
337500,995,0,786,216,48,2009
121600,996,0,305,0,57,2006
136500,997,0,368,0,319,2006
185000,998,0,615,371,0,2009
91000,999,0,210,0,100,2006
206000,1000,0,632,105,61,2010
82000,1001,0,528,0,0,2009
86000,1002,0,216,0,20,2007
232000,1003,0,824,144,104,2008
136905,1004,0,528,0,0,2007
181000,1005,0,457,156,0,2009
149900,1006,0,328,210,0,2008
163500,1007,1,484,0,0,2007
88000,1008,0,286,238,0,2009
240000,1009,0,550,100,48,2009
102000,1010,0,0,0,0,2006
135000,1011,0,312,0,0,2008
100000,1012,0,0,0,0,2010
165000,1013,0,180,96,0,2007
85000,1014,0,280,0,30,2009
119200,1015,0,240,0,130,2007
227000,1016,0,528,0,45,2009
203000,1017,0,478,115,66,2009
187500,1018,0,565,63,0,2009
160000,1019,0,402,164,0,2007
213490,1020,0,440,142,20,2006
176000,1021,0,451,252,64,2008
194000,1022,0,632,105,54,2006
87000,1023,0,160,0,0,2007
191000,1024,0,437,156,20,2008
287000,1025,0,665,0,72,2008
112500,1026,0,461,96,0,2007
167500,1027,0,461,0,0,2010
293077,1028,0,800,192,44,2008
105000,1029,0,240,0,0,2007
118000,1030,1,264,0,28,2006
160000,1031,0,0,0,0,2006
197000,1032,0,672,136,63,2009
310000,1033,0,796,209,55,2006
230000,1034,0,900,0,136,2006
119750,1035,0,240,0,0,2007
84000,1036,0,290,186,0,2009
315500,1037,0,912,228,0,2009
287000,1038,0,905,0,45,2008
97000,1039,0,0,0,0,2009
80000,1040,0,286,0,0,2009
155000,1041,0,484,0,0,2006
173000,1042,1,484,0,40,2008
196000,1043,0,624,170,63,2009
262280,1044,0,514,192,121,2008
278000,1045,0,542,474,120,2009
139600,1046,0,452,0,0,2009
556581,1047,0,716,214,108,2006
145000,1048,1,672,0,0,2008
115000,1049,0,336,0,0,2009
84900,1050,0,308,0,0,2010
176485,1051,0,436,0,22,2007
200141,1052,0,440,0,20,2007
165000,1053,1,540,0,52,2007
144500,1054,0,364,116,78,2010
255000,1055,0,586,199,60,2006
180000,1056,1,478,0,0,2008
185850,1057,0,484,192,36,2006
248000,1058,0,467,168,98,2009
335000,1059,0,836,0,102,2009
220000,1060,0,432,0,0,2007
213500,1061,0,582,0,0,2010
81000,1062,0,1248,0,20,2008
90000,1063,0,560,0,57,2007
110500,1064,0,440,166,120,2006
154000,1065,0,480,0,58,2009
328000,1066,0,533,296,44,2010
178000,1067,0,380,0,40,2009
167900,1068,0,442,328,128,2008
151400,1069,0,576,728,20,2006
135000,1070,1,576,0,0,2007
135000,1071,0,286,0,20,2007
154000,1072,0,441,0,0,2009
91500,1073,1,280,0,0,2006
159500,1074,0,440,252,0,2009
194000,1075,0,826,140,93,2007
219500,1076,0,240,0,0,2007
170000,1077,1,566,436,21,2006
138800,1078,0,299,240,32,2006
155900,1079,0,420,140,0,2006
126000,1080,0,299,0,64,2007
145000,1081,1,528,55,0,2008
133000,1082,0,308,0,0,2010
192000,1083,0,527,192,39,2007
160000,1084,0,461,0,116,2006
187500,1085,0,409,315,44,2006
147000,1086,0,564,120,0,2010
83500,1087,0,286,120,96,2010
252000,1088,0,1043,160,50,2009
137500,1089,0,380,0,40,2006
197000,1090,0,550,0,84,2006
92900,1091,0,400,0,0,2009
160000,1092,0,462,0,48,2008
136500,1093,0,576,342,0,2008
146000,1094,0,884,0,64,2006
129000,1095,0,308,0,0,2010
176432,1096,0,440,0,22,2007
127000,1097,0,0,136,0,2007
170000,1098,0,461,0,74,2007
128000,1099,0,240,0,0,2009
157000,1100,0,478,0,0,2009
60000,1101,0,246,0,0,2009
119500,1102,0,280,0,0,2007
135000,1103,0,254,0,16,2007
159500,1104,1,539,0,0,2006
106000,1105,0,440,0,0,2007
325000,1106,0,712,186,32,2010
179900,1107,0,719,0,244,2007
274725,1108,0,422,0,100,2006
181000,1109,0,463,100,48,2007
280000,1110,0,862,125,185,2009
188000,1111,0,431,224,84,2008
205000,1112,0,483,0,69,2008
129900,1113,0,308,0,0,2006
134500,1114,0,240,0,18,2007
117000,1115,0,326,0,0,2006
318000,1116,0,928,0,0,2007
184100,1117,0,527,120,0,2009
130000,1118,0,450,0,0,2008
140000,1119,1,300,280,34,2008
133700,1120,0,286,140,0,2006
118400,1121,0,308,0,22,2007
212900,1122,0,782,144,20,2006
112000,1123,0,288,64,0,2009
118000,1124,1,0,0,200,2009
163900,1125,0,392,100,25,2007
115000,1126,0,672,0,0,2009
174000,1127,0,660,143,20,2009
259000,1128,0,630,144,36,2007
215000,1129,0,434,100,48,2007
140000,1130,0,672,49,0,2007
135000,1131,0,576,431,44,2009
93500,1132,0,0,0,28,2007
117500,1133,0,205,0,48,2007
239500,1134,0,466,0,155,2009
169000,1135,0,460,100,38,2007
102000,1136,0,180,0,128,2007
119000,1137,0,288,0,0,2008
94000,1138,0,0,0,0,2010
196000,1139,0,714,264,32,2009
144000,1140,0,495,0,0,2007
139000,1141,0,840,0,0,2008
197500,1142,0,484,448,96,2009
424870,1143,0,1052,125,144,2007
80000,1144,0,0,0,24,2008
80000,1145,0,280,0,0,2010
149000,1146,0,225,0,0,2006
180000,1147,0,403,165,26,2006
174500,1148,0,234,0,0,2009
116900,1149,0,288,0,0,2008
143000,1150,1,324,0,0,2009
124000,1151,0,306,0,0,2007
149900,1152,0,528,0,140,2006
230000,1153,0,470,0,0,2006
120500,1154,0,432,0,0,2008
201800,1155,0,492,60,84,2008
218000,1156,0,528,0,21,2007
179900,1157,1,502,0,92,2008
230000,1158,0,626,172,62,2009
235128,1159,0,830,0,24,2008
185000,1160,0,540,0,69,2008
146000,1161,0,440,26,0,2010
224000,1162,0,924,108,0,2008
129000,1163,0,450,0,0,2007
108959,1164,0,400,120,0,2008
194000,1165,0,588,168,180,2007
233170,1166,0,644,0,114,2009
245350,1167,0,776,160,33,2010
173000,1168,0,472,0,38,2006
235000,1169,0,540,0,0,2008
625000,1170,0,807,361,76,2006
171000,1171,0,358,203,0,2008
163000,1172,0,433,0,0,2008
171900,1173,0,625,0,54,2008
200500,1174,0,0,122,0,2007
239000,1175,0,360,0,0,2006
285000,1176,0,541,0,33,2007
119500,1177,0,264,362,0,2008
115000,1178,0,210,0,0,2009
154900,1179,0,186,192,0,2009
93000,1180,0,0,0,36,2006
250000,1181,0,693,0,0,2006
392500,1182,1,482,162,53,2008
745000,1183,0,813,171,78,2007
120000,1184,0,720,229,0,2006
186700,1185,0,995,0,263,2007
104900,1186,0,392,0,0,2006
95000,1187,0,420,0,74,2009
262000,1188,0,757,0,114,2006
195000,1189,0,493,144,68,2009
189000,1190,0,442,140,60,2010
168000,1191,0,1356,439,0,2007
174000,1192,0,492,206,0,2007
125000,1193,0,250,0,0,2007
165000,1194,0,402,0,304,2009
158000,1195,0,299,379,36,2010
176000,1196,0,400,100,24,2008
219210,1197,0,660,100,17,2006
144000,1198,0,225,0,0,2006
178000,1199,0,573,356,0,2009
148000,1200,0,459,0,82,2006
116050,1201,0,280,0,0,2006
197900,1202,0,546,198,36,2009
117000,1203,0,216,0,0,2009
213000,1204,0,451,74,234,2009
153500,1205,0,495,0,88,2006
271900,1206,0,701,84,70,2009
107000,1207,0,384,0,42,2006
200000,1208,0,544,192,23,2006
140000,1209,0,506,0,0,2008
290000,1210,0,500,322,50,2006
189000,1211,0,462,635,104,2010
164000,1212,0,492,325,12,2010
113000,1213,0,234,0,113,2009
145000,1214,1,364,88,0,2006
134500,1215,0,300,150,72,2006
125000,1216,0,384,0,0,2007
112000,1217,0,539,0,0,2010
229456,1218,0,552,135,112,2009
80500,1219,0,0,0,0,2006
91500,1220,0,0,201,0,2006
115000,1221,0,288,0,0,2006
134000,1222,0,322,0,63,2008
143000,1223,0,315,0,0,2007
137900,1224,0,528,0,30,2006
184000,1225,0,388,100,75,2008
145000,1226,1,264,224,0,2007
214000,1227,0,668,100,18,2008
147000,1228,0,576,0,240,2008
367294,1229,0,1052,0,72,2008
127000,1230,0,404,0,0,2008
190000,1231,0,600,155,24,2007
132500,1232,0,540,0,18,2006
101800,1233,0,462,0,0,2007
142000,1234,0,531,0,0,2010
130000,1235,0,0,0,192,2008
138887,1236,0,180,203,40,2006
175500,1237,0,474,0,27,2010
195000,1238,0,434,100,48,2006
142500,1239,0,484,0,0,2006
265900,1240,0,472,120,33,2007
224900,1241,0,543,0,63,2008
248328,1242,0,954,0,56,2007
170000,1243,0,528,0,120,2010
465000,1244,0,850,216,229,2006
230000,1245,0,400,0,0,2006
178000,1246,0,477,268,112,2007
186500,1247,0,615,0,45,2006
169900,1248,0,888,0,0,2010
129500,1249,0,396,0,0,2008
119000,1250,0,276,0,80,2007
244000,1251,0,522,0,0,2010
171750,1252,0,478,148,36,2006
130000,1253,0,288,33,0,2009
294000,1254,0,518,220,47,2007
165400,1255,0,397,178,128,2008
127500,1256,0,560,0,0,2007
301500,1257,0,691,262,36,2008
99900,1258,0,0,0,96,2009
190000,1259,0,400,212,0,2008
151000,1260,0,460,180,0,2008
181000,1261,0,502,0,103,2009
128900,1262,0,338,0,0,2009
161500,1263,0,304,120,0,2009
180500,1264,0,520,0,0,2007
181000,1265,0,511,144,68,2008
183900,1266,0,506,0,34,2006
122000,1267,0,308,0,0,2007
378500,1268,0,746,144,76,2010
381000,1269,0,1014,314,12,2008
144000,1270,0,315,0,0,2007
260000,1271,0,586,268,0,2010
185750,1272,0,462,0,0,2009
137000,1273,0,288,180,0,2006
177000,1274,0,312,0,0,2008
139000,1275,0,552,242,0,2007
137000,1276,0,400,0,0,2007
162000,1277,1,497,294,116,2009
197900,1278,0,480,0,0,2009
237000,1279,0,577,0,211,2008
68400,1280,0,528,30,0,2010
227000,1281,0,544,0,72,2009
180000,1282,0,484,0,58,2006
150500,1283,0,484,0,0,2009
139000,1284,0,0,128,0,2010
169000,1285,0,336,272,0,2010
132500,1286,0,280,45,0,2009
143000,1287,0,528,0,26,2010
190000,1288,1,390,168,198,2006
278000,1289,0,499,212,59,2009
281000,1290,0,753,177,74,2006
180500,1291,0,484,227,0,2010
119500,1292,0,264,185,0,2009
107500,1293,0,432,0,287,2009
162900,1294,0,528,0,28,2006
115000,1295,0,572,0,0,2006
138500,1296,0,288,356,0,2006
155000,1297,0,525,192,20,2008
140000,1298,0,525,0,44,2006
160000,1299,0,1418,214,292,2008
154000,1300,0,305,218,0,2010
225000,1301,0,490,0,0,2009
177500,1302,0,213,0,0,2009
290000,1303,0,844,309,78,2006
232000,1304,0,834,208,59,2006
130000,1305,0,380,0,40,2006
325000,1306,0,840,404,102,2009
202500,1307,0,474,132,35,2006
138000,1308,0,480,0,64,2009
147000,1309,0,528,0,36,2008
179200,1310,0,496,112,51,2008
335000,1311,0,567,0,207,2010
203000,1312,0,508,264,98,2007
302000,1313,0,750,500,0,2007
333168,1314,0,779,668,30,2010
119000,1315,0,280,0,36,2007
206900,1316,0,576,280,0,2008
295493,1317,0,860,172,42,2009
208900,1318,0,466,0,241,2007
275000,1319,0,748,198,150,2006
111000,1320,0,248,0,0,2007
156500,1321,0,442,114,0,2009
72500,1322,0,287,0,0,2008
190000,1323,0,564,240,39,2010
82500,1324,0,0,164,0,2009
147000,1325,0,895,0,49,2007
55000,1326,0,0,0,0,2008
79000,1327,0,0,0,0,2007
130500,1328,1,264,0,0,2008
256000,1329,0,520,0,547,2008
176500,1330,0,462,0,28,2006
227000,1331,0,825,144,45,2007
132500,1332,0,576,0,0,2006
100000,1333,0,288,0,0,2009
125500,1334,0,297,0,65,2006
125000,1335,0,440,0,36,2009
167900,1336,1,630,0,16,2009
135000,1337,0,506,0,211,2008
52500,1338,0,0,0,20,2006
200000,1339,0,492,146,91,2006
128500,1340,0,288,0,0,2006
123000,1341,0,480,0,0,2007
155000,1342,0,576,0,78,2008
228500,1343,0,647,192,87,2007
177000,1344,0,342,0,0,2009
155835,1345,0,440,0,0,2007
108500,1346,0,308,0,0,2007
262500,1347,0,508,0,80,2006
283463,1348,0,712,0,0,2007
215000,1349,0,514,402,25,2007
122000,1350,0,0,0,54,2008
200000,1351,1,968,0,0,2009
171000,1352,0,490,0,84,2008
134900,1353,0,624,210,0,2009
410000,1354,0,666,283,86,2010
235000,1355,0,839,0,184,2008
170000,1356,0,487,0,98,2006
110000,1357,0,264,0,0,2008
149900,1358,0,500,0,0,2010
177500,1359,0,440,0,32,2010
315000,1360,0,770,194,45,2006
189000,1361,0,621,183,0,2008
260000,1362,0,430,168,36,2009
104900,1363,0,368,55,0,2009
156932,1364,0,432,0,36,2007
144152,1365,0,480,0,166,2006
216000,1366,0,663,0,96,2010
193000,1367,0,588,0,88,2008
127000,1368,0,336,104,26,2006
144000,1369,0,420,140,0,2009
232000,1370,0,502,0,262,2010
105000,1371,0,338,0,0,2009
165500,1372,0,377,0,28,2008
274300,1373,0,583,253,170,2006
466500,1374,0,804,314,140,2007
250000,1375,0,936,154,210,2008
239000,1376,0,722,100,36,2007
91000,1377,0,160,0,141,2008
117000,1378,0,660,0,68,2009
83000,1379,0,264,72,0,2006
167500,1380,0,400,100,0,2008
58500,1381,0,200,0,0,2010
237500,1382,0,550,0,42,2008
157000,1383,0,576,36,0,2006
112000,1384,0,576,0,0,2007
105000,1385,0,280,0,0,2009
125500,1386,0,240,0,96,2010
250000,1387,0,564,0,112,2006
136000,1388,0,216,88,15,2007
377500,1389,0,758,201,39,2009
131000,1390,1,440,0,0,2007
235000,1391,0,541,219,36,2006
124000,1392,0,792,0,152,2009
123000,1393,0,288,175,144,2006
163000,1394,0,672,0,25,2008
246578,1395,0,648,161,20,2006
281213,1396,0,642,144,39,2007
160000,1397,0,572,0,0,2010
137500,1398,0,180,24,0,2007
138000,1399,0,240,0,0,2009
137450,1400,0,216,147,16,2009
120000,1401,0,208,0,0,2008
193000,1402,0,398,100,75,2008
193879,1403,0,662,168,55,2006
282922,1404,0,754,168,160,2007
105000,1405,0,936,216,0,2006
275000,1406,1,482,128,53,2008
133000,1407,0,396,58,0,2009
112000,1408,0,0,0,0,2009
125500,1409,0,528,0,0,2010
215000,1410,0,542,364,63,2008
230000,1411,0,622,0,45,2009
140000,1412,0,271,0,0,2009
90000,1413,0,420,0,0,2009
257000,1414,0,620,165,44,2009
207000,1415,0,370,0,0,2008
175900,1416,1,660,143,20,2009
122500,1417,0,560,0,0,2010
340000,1418,0,1069,0,126,2009
124000,1419,0,336,0,88,2008
223000,1420,0,540,0,73,2006
179900,1421,0,776,0,169,2006
127500,1422,0,440,0,55,2010
136500,1423,0,420,140,0,2008
274970,1424,0,432,586,236,2006
144000,1425,0,484,316,28,2007
142000,1426,0,528,0,39,2008
271000,1427,0,525,171,132,2008
140000,1428,0,288,0,0,2008
119000,1429,0,240,0,0,2010
182900,1430,0,467,0,0,2007
192140,1431,0,372,100,40,2006
143750,1432,0,440,0,60,2009
64500,1433,0,216,0,0,2007
186500,1434,0,451,0,0,2008
160000,1435,0,484,295,41,2006
174000,1436,0,462,0,36,2008
120500,1437,0,528,0,0,2007
394617,1438,0,774,0,66,2008
149700,1439,0,923,0,158,2010
197000,1440,0,550,0,88,2007
191000,1441,0,672,431,0,2008
149300,1442,0,420,149,0,2008
310000,1443,0,812,168,52,2009
121000,1444,0,192,0,98,2009
179600,1445,0,626,192,60,2007
129000,1446,0,240,0,0,2007
157900,1447,0,312,261,39,2010
240000,1448,0,556,0,65,2007
112000,1449,0,384,168,24,2007
92000,1450,0,0,0,0,2006
136000,1451,0,0,32,45,2009
287090,1452,0,840,0,36,2009
145000,1453,0,525,0,28,2006
84500,1454,0,0,36,56,2006
185000,1455,0,400,0,113,2009
175000,1456,0,460,0,40,2007
210000,1457,0,500,349,0,2010
266500,1458,0,252,0,60,2010
142125,1459,0,240,366,0,2010
147500,1460,0,276,736,68,2008
